SP3AP6DRSQ6P4FETB5M33D082Q2ABGJW60MT6103Q,1834297457359745
SP3K8BC0PPEVCV7NZ6QSRWPQ2JE9E5B6N3PA0KBR9.alex-vault,407826702871112
SP356A0K2J44MVNRRQN8JEA46PXAW67AVFBV2P9H7,160002389773861
SP2K1QW076PZT0VT9M3DX7GPJ088XYB5GH0G5V2QY,154132177273364
SP27X3G1QT3ZRD5GFDK8H3CR1N1FWX92934K1YHV6,151338039627086
SP270CD7BKMN36SB06V522HC5KQRMERZZHV8FQPSX,140000000000000
SP0BQYX2RPXWN4Q02GETH8J0XCAZ6F3M4CN38PCP,135727991390733
SP2C2YFP12AJZB4MABJBAJ55XECVS7E4PMMZ89YZR,111296451735088
SP1YHV9AZAV1Q61N2Z26DE8A7ASCBC10FBNHX67X0,106000000000049
SP3A34WEDPXAPXQFAY64XVWHPE3SQPADYNA53PEN5,101857682460000
SP1PYXDYNBWMG27FBNVDHF7AJVA1CZB9Y7ZVCH47D,98000000000000
SPZ0G9XRKDJDP67DFW1ZZAF7N40Z7Z22V02RZ76K,97000000000000
SP22EAV3PWBR9T4ZCPZB550HZ0JR6Y2Y6RD89B6AH,93723490090787
SPRMDCCN9YHTJ8D84EGGHSC97RTXYV8Y9DP62K6W,84485752156900
SP39TQP1B176VESQVB5K4QYAK7FKX3YC3NJG4136Q,80060360839131
SP2ZNGJ85ENDY6QRHQ5P2D4FXKGZWCKTB2T0Z55KS.liquid-staked-welsh-v2,71380077150573
SP2FA1H3K9FMY2CQ80WWT2JYMHZ5Z2B810AT41APW,59202113235873
SPKHN8Q16BZSZZ5Q131QEYB5PXZKK2VCZDNYHP6T,55005500815454
SP7S0VEJ4FW96NEJPQ7ME36CZVKQQZ2AWVK45GTD,54821645965621
SPPHFCQPJNK8C7WYBYMN6W7ERZRG03E8RM3YGQ01,52000000000000
SP1YHMH412QTPEAEGYPYP5P6VN9B8JY4RPZ067QVR,50156269526890
SP21DX7G0AFA1TQ9SBZYTX7XM10MNKDQ5D3F8E1N,49925056997500
SP33HQEMR04CPRWJRWVX4WT8KDCWZ6A5E3F1S851S,49886808945300
SP2022PJ05WB4VXP8HTVFAFE186AM94A4WYQ1RQY2,49191519081817
SP3353JJ07CNXTY5QXFVJ3JR5KQ899XN2FSDHP8MX,49000162431976
SP36GSEC1W1P101YMCJG2S9P2J2VHQ8Q384H7VK0V,46267362977264
SP3K8BC0PPEVCV7NZ6QSRWPQ2JE9E5B6N3PA0KBR9.dual-farming-pool-v1-03,44908268955000
SPR6K4VQ0JQN677W4GGCN5JTPN7XF7YTP7WKAJXH,43000000000029
SP39RJC954YQ530JQ2SESKG5PSJRJSG9Q7ES1MYZ2,42086215129179
SP3S5H5TXCWWKXTAD40JEZM1Q0E4F41HTSV6FX3H3,40506903005839
SP1VTHJJ6JAW586Y58KYXJPNTX4D2QCWS75YZZ57G,40000543095262
SPETP9FFCS2CREY4374H39ZCE7SGHJ78GASW0EFV,38000400000055
SP2J9A2DETCJ9SR3J99BA3ZNTPA5ECKRYTVQ5TWM0,37703509932317
SP32EJRBW2GREG4N4CR8ARME7X70FPCK6F9VYZH3B,36294212919231
SP3F6X7GRAG9B2JVKCN6SZZTT249ATFWB131WRXHH,35060665685016
SP177JV93RYPWWTX5F0MK9NVQ3YTXB4YQZGBPP6H4,32837140552847
SP1DJ36YGA17MPJH5Y0BHB1JV3NVDDSWQT7ERD3ED,32514813194060
SP2D0MTEWXVSKWJDMA02XMRQHVE0TEV4XYMJ906T9,31500000655010
SP2ESNXDBVVES8KFYVSPAHGG589NRPVKKGAK5GW26,29580282350727
SP3D21C8P884G19BSSHBDTPYB1J8ND4VNM5XB5949,29089562125916
SP2D4YM3A0KR48E8YZSKYZYMQ3CCZB8ZNNJ54JRX3,27927201699981
SP1D204CWF1FWZ2T6ZDWV3X211PRZ7GJETD7Q1GCN,27439106130602
SP3TF26QFS3YMYHC9N3ZZTZQKCM4AFYMVW1WMFRTT,26472129426271
SP1Y90PSKC1M9K8FHAFW4ZEZM7PABEZ97Z6D26KMT,26062796146138
SPCRN7T51AAHSXWY9SW2MEEEXPE5QTPFR3G8BDXT,26033818663383
SP3Q3AWAM21JQEGHQNDERCG7QJHVZRZ5EM0WJ7K2K,25001512826216
SPV00QHST52GD7D0SEWV3R5N04RD4Q1PMA3TE2MP,24925068172324
SP2CRF4BSC0HN76MYM6D09F03K63AY02FWBNAS3HC,24000000352750
SPQZB84K0ZW6BNAVWETXHY6THQT1RYEMF930QZS2,23928415226353
SP30AF1XADY530B2MTQRNP1NFDE22A4X51QZ056KV,23032095702763
SPXSWJHW5JWQYDS0ZJQJXVZ7KFB7M37VEM4M49NJ,22600000000000
SP7KQH9994VWPEEFEWZ73QGZ7ACD9H16VAER9XE3,22500695295439
SP2BRH006J5NP8VWWGZ2A73RCW1Z0H1B9FCV99RGS,22200000285965
SP255M5D0S3JZBY6XF2R8C5V1ZQA5FXQM6Q1A7EZ5,21191030052576
SP2Z866KT9RJ0MPJ9YG9BNHZA4QTW72E9GQ5DM59S,20999200000000
SPVR9PDHJHGJT59GE10E8QE2433YAZY6Z47EY13P,20500000000028
SP8SZDBWXW05Z010VGY6YTRTEARNXZKTTAZVZQKC,20384704493350
SP3K8BC0PPEVCV7NZ6QSRWPQ2JE9E5B6N3PA0KBR9.brc20-bridge-endpoint-v1-09,20199858474295
SP1NPDHF9CQ8B9Q045CCQS1MR9M9SGJ5TT6WFFCD2,20151821660025
SP1YPTW54CQDHPW09TS17KZ42Y49BETYWFPBY37ZZ,20000000000086
SP2ZNGJ85ENDY6QRHQ5P2D4FXKGZWCKTB2T0Z55KS.liquid-staked-welsh,19990832332626
SP1E52EA26V52H1C13H7V0HQ87BVJY8V4RNRTTFP7,19500000489398
SP3EPTAH995SQ20MHP2NXHPVXFPDFMVGW1A3KCS5A,18421179783845
SP3VGPDRE22VV9XD22D51T7Q5PKH0ZXVRP8MDF0Q7,17972974000000
SP259527G6MZQJPA5122GSK6JG8DS8SBAHQK4F1W1,17968804615570
SPV48Q8E5WP4TCQ63E9TV6KF9R4HP01Z8WS3FBTG,17567252174238
SP229S8NHNP60VT50PX68D68EH6BZQY3C0HKFP7R1,17495131157093
SPM44ZBYYQC3SWXA64XBH4NR1M85NZJ64KMVT1F4,17417141362167
SPEVDFM6MV8WHNPM813P5GTPNZ3SXDPEFC951AKD,16903218830162
SP2TTVRSPJX5QXMAPRXJAYFWGEZ5PSS6A19G5KFES,16603812309852
SP3TWESD0X5GNNFYRW1887E0DB0TGMJNS59F92QK9,16506931823572
SP3XPNVDG8B6RFRPY393036VKVKQ4YTZQZEKSH1BT,16207131100325
SPMH787PZM864PZY2AFVDDW9W9NMWMFXN5A8TQVZ,16020346770868
SP2K677A8B8DYDWRR6DHPEVZQCT4QRV9DKRKVWXA5,15999995000000
SP1A3ZRX77SGWE9N5VCGD0849FG6GZAKTVDJNKG0A,15826652787060
SP1T6G6REZ8MH4TEBZ4NXKANB4TFG7FMB90T2DK3N,15592476826028
SP3Z3HZQWE59NV670A2Z8QY6E7661F7T8XBPB4MM7,15448202887195
SP1D2KXCHTZ6Z1JFZZSPZZY0N0AM3PE759NSHFD7Y,15303312584345
SP1818NZSR92MYTFJCHFYR1WZSM52BWNBNP1PDE49,15039746377938
SP31PJZ7TZVPWFQRWYST7WNCGMH35VRTGYRXPQV3,15001832036888
SP2FG3BDTSCETREFB6RTJZNDP69T44BQD5TNNX98B,15000000690000
SP2NVAW1KGJZ110DCF96899ZCCJX6DVJC31ZG3PXC,15000000000030
SPT63MAP8EZ7CKN1TF236VB4J70EF81ZBFZ9TC2S,14964592179655
SPNCZXSBAPPTQ7EP7D94ZA4F85CQ2DSWWHYYAXDC,14933685808763
SP1P8SSM0TJDXH4JB9YC5CWMFR530QRWECZ598R3T,14770000000090
SP2NNWWE1X4GH7RDD2GY6MTK77DZX9N7D6RGH42S1,14730338761242
SP2Z8QAAQ34SM0K1NEMMGX18FBVXG5JZ5HTMV0MX,14726522589374
SP2EEE1WY034KFZ2GWCBXWVBHYG93V8AZB0X27HBV,14586960940000
SP1Z0JAG083DEE8VQ5H1D5RJDCT5DVEGS212N4XX8,14565744957192
SP146Q72RYHF90QNZAG02AE4HFM2GJ8PF6JGWZ258,14470558885795
SP34DRJ76X1EX28G20MDHB7J7RD9ZTYJSYTFWRCE5,14466855547572
SP3NFZSXW19MRE7G86R9EF3P6JCANJ43YW49RK7SK,14448297345789
SPT2221CWRZ1SARMM9VBFYT85VQEZVR0VMC9MS19,14329054356186
SP36MCQHXPP0DZ2KPC1KEY6ERC8GKB6QVCAK0PQYG,14000000000000
SP75584F6X0SYD2YTTEEPFJSA0DM1PZ2FA3N0XW9,13500713216991
SP2HRR3WA3BA71WDWC3SJNX553KYWXD0PWCFQPMCR,13158354337870
SP394FNPMFQWRJHTT2CVM30MPADW948Y8S0RXHM4B,12513759236049
SPHDD8V0N5QM677QCG4NJZMXW81ZM8JDBVDTKQ77,12504573423961
SP1JWR44HP5BMADE52THK6W4N4FE0EK0918CH36C0,12366083356618
SP284948GAV8W3FRA1J1V79B400R441R3BV19ERW3,12089518630577
SP2C609CVJP3Y7B28MPPR8JTQ5C3MZK220KMX227K,12077257596315
SPTXKYRSKQQMZXTGZP8086RDB1Q8YJYY0ZH2B5EZ,12048212000000
SPPYEPRZ6CZDB7MK9TTMDV98JB8RWXHR58DG04FZ,11986496245886
SP125ZXAFYQM1G6VADFMQ0F920HE2C8JESQ4S4RJK,11960649922546
SP3G4PMTKD5QKVGANHXP7TDZZ26Y31VDT08E1VH66,11899285062959
SP1AF9R3GCMFN280M3MVKSJ4XYC6EFTSCBQ6ZC3NT,11825526553116
SP2ZEXVR2YQDJ8K3CVK7KZSXPCHD88GC2JYRRGGB5,11689803766604
SP3HK98MAG61XAB0Q897SC2DB0W7T22B8NV9ZWK9N,11500000000075
SP3WK3ZTJ0GT56YK3W5DKHKVE6W862RFNM79SWK8H,11404382028373
SP1VRK62JHHERJC68XK1AQJWCB64TKYWSYG0GN714,11269358983405
SP2Y81NAG2B83N416XWTKC9KR42NWC7CF9EVAVBRZ,10975923470000
SP2ABNX65BSKVM00ZQZ7K174DFV18CXVGGEMP7Y6X,10974546880217
SP3MJ8PXRZSYHQX6AYQXGA1GRGA4W2NJKN3NFY3TY,10817548943248
SP3KBQKWQXAH2S86EZZ48TDQM1WTSK7PNV5JMZDA,10708089628729
SP3CZCF7H1AFSX1AZX2R0BHPEAMP8QX9NHC8KRNR6,10500000095786
SP13KWBHG40T4M9DT7CTPAN3NMSZ1VHPQD9C02ZNN,10255465658933
SP15PACQ139N2QYG75P8T9YTDSD4PS05DY83DS38Z,10233660992796
SP2416R73WPXQ7R4FZ0ESPA9YVWZ81SYFPN5R9ACK,10214045956089
SP1RWGSXPGS1M5DZ0NR4ZXY7AV16FS2HS5RQGXQTW,10190084468175
SP2EZSPAFB11E18ZEA4BC39F34SGJYGBQHG5PYMSV,10094321843046
SP1WE6VQKVKYG5YW65WAQJMY29VGS36T51SPMA86D,10090468645254
SP3SQJFZMR65FJ1GRNT5KPCBE16DZBRJKJPRRD7X1,10046565049224
SPSN6K776CXQBFSVM74W4SAR8W7HCQD6844FA4XC,10040098184173
SPAA5YZ8NFWSKS8VFRC16N3AW92KZBTQHD64JQ17,10016728970892
SP1RV3E4VY136ZKKC38SJMY8ZTTC4R9ZX1ZGW6NJ2,10006306813545
SP3F0G1QZ7SGHFFB29XA7F6WQPJ15Z8XRWMJXAE22,10003026782282
SP266QAPVM1W37P7XCM7T4MJMYG1CGWK53C793TSC,10000000000077
SP2ZVMJPEXP83G3VCVVR5NDH3NRNW77FKZ1S4VYHH,10000000000000
SP1XH78Z62C6ZB5DJ2X7NB2K4E5RVC2AV1KBV22MN,10000000000000
SP3CPMGQNXZ3645PF168TRN3NKB1NY4QE39E4ZA3T,10000000000000
SP1X2BE9518Q7AC69G7AM3FMP8F51PA0HKSFXQSHP,10000000000000
SP37WYJM5JHY0BCZ1DM32YZMBJWQ1RY5SG1VT5C4E,10000000000000
SP17M8VDZ7HS08QHX9F3DTGW6TGWZHCF7DSST1TYW,10000000000000
SP13A1XES88T1VBVZ99YY9JB1NCADTJ3TR3T2EJN7,10000000000000
SPRHCQH9DZPXKGQDMAB4CXT65722JCD1BTT6MRKC,10000000000000
SP1J85A1ZK6S7E5ABNYBA5F9H8P49BH7C7VGY7WJH,10000000000000
SP2M75H525KRHC4RK2Q4KWETNMF6ET78J3TS565E8,10000000000000
SP3A82Y231J9MPW4G8YX4M7EBXQC4HKMJFHHF5DQ7,10000000000000
SP2ZMR2PV9PXZJYFGD9XTFK17EV5J5BRVS0GK98QX,10000000000000
SP255NCNXMFQS2B6R0Q44C238TRM9WYMQ5A2HCEXP,10000000000000
SP37AYEP259ER30DWN0DQSWZ69CTRSECVWSDKJPW9,10000000000000
SPQRJEBEVBY8K90QQ42JX71YFVX8Y6YGQ09RXJS9,10000000000000
SP2BTMRZDQF4DG426H4C755Y326XN4K2WK9QBQXDS,10000000000000
SP1RVVZ6ASEK9NGMJRYJZ5W3TNTK6HCGSK3TDYNJM,10000000000000
SP1103W7C2F60B1ADD6KDE9XJGP16YBNWY7ET63W8,10000000000000
SPK42JR8Q2VNVBC8SAM1M2BQ5SEZC0JPZ295Z62Z,10000000000000
